Generation,Average Fitness
0,0.37900000000000045
1,0.3978000000000002
2,0.4258000000000002
3,0.4755999999999996
4,0.493
5,0.5044000000000002
6,0.5537999999999993
7,0.5763999999999998
8,0.5833999999999994
9,0.6045999999999998
10,0.6127999999999996
11,0.6205999999999998
12,0.6277999999999994
13,0.6417999999999996
14,0.6541999999999997
15,0.6634
16,0.6635999999999995
17,0.6813999999999996
18,0.6871999999999999
19,0.6819999999999999
20,0.7060000000000003
21,0.6949999999999998
22,0.7269999999999993
23,0.7190000000000003
24,0.7285999999999995
25,0.7390000000000001
26,0.7402000000000002
27,0.7449999999999999
28,0.7635999999999998
29,0.7629999999999995
30,0.7604000000000004
31,0.7699999999999988
32,0.7651999999999988
33,0.7787999999999995
34,0.7847999999999995
35,0.7833999999999998
36,0.7831999999999991
37,0.7777999999999996
38,0.7841999999999989
39,0.7727999999999999
40,0.7995999999999998
41,0.8020000000000004
42,0.7897999999999998
43,0.8041999999999992
44,0.7963999999999991
45,0.8017999999999994
46,0.8097999999999995
47,0.8157999999999995
48,0.8197999999999996
49,0.8195999999999992
50,0.8177999999999984
51,0.8191999999999996
52,0.8177999999999995
53,0.8343999999999993
54,0.8215999999999993
55,0.8345999999999995
56,0.8333999999999994
57,0.8337999999999988
58,0.834999999999999
59,0.850399999999999
60,0.8491999999999993
61,0.850599999999999
62,0.850999999999999
63,0.8575999999999991
64,0.8641999999999983
65,0.8473999999999986
66,0.8591999999999993
67,0.8525999999999988
68,0.8611999999999993
69,0.8599999999999989
70,0.8559999999999987
71,0.8575999999999985
72,0.8569999999999987
73,0.8571999999999984
74,0.8527999999999982
75,0.8687999999999986
76,0.8667999999999985
77,0.8667999999999993
78,0.8659999999999985
79,0.8783999999999987
80,0.8625999999999989
81,0.8667999999999995
82,0.8707999999999984
83,0.8727999999999988
84,0.8689999999999983
85,0.8751999999999989
86,0.8725999999999992
87,0.8745999999999982
88,0.8781999999999986
89,0.8723999999999984
90,0.8745999999999992
91,0.8811999999999973
92,0.8675999999999986
93,0.8713999999999988
94,0.8671999999999991
95,0.8677999999999989
96,0.8693999999999983
97,0.8711999999999983
98,0.8741999999999992
99,0.8689999999999986
100,0.871799999999998
101,0.8695999999999996
102,0.8705999999999989
103,0.8765999999999979
104,0.8819999999999985
105,0.8801999999999982
106,0.8811999999999983
107,0.8805999999999979
108,0.8709999999999991
109,0.8689999999999984
110,0.873599999999998
111,0.8739999999999987
112,0.861399999999998
113,0.8677999999999985
114,0.8807999999999985
115,0.8753999999999986
116,0.8793999999999986
117,0.8891999999999978
118,0.8789999999999988
119,0.8829999999999986
120,0.8781999999999984
121,0.8715999999999982
122,0.8829999999999988
123,0.8807999999999986
124,0.8869999999999986
125,0.8745999999999989
126,0.8787999999999981
127,0.8897999999999988
128,0.8843999999999984
129,0.8759999999999987
130,0.8773999999999986
131,0.8849999999999981
132,0.8783999999999991
133,0.8857999999999987
134,0.8889999999999987
135,0.8859999999999982
136,0.8813999999999987
137,0.8859999999999988
138,0.8857999999999978
139,0.8817999999999983
140,0.8941999999999986
141,0.8949999999999989
142,0.8951999999999981
143,0.892399999999998
144,0.8935999999999982
145,0.894399999999998
146,0.8985999999999987
147,0.896399999999999
148,0.896999999999998
149,0.887999999999999
150,0.8931999999999992
151,0.896399999999999
152,0.8891999999999989
153,0.8967999999999989
154,0.8963999999999985
155,0.9001999999999984
156,0.8991999999999984
157,0.9065999999999982
158,0.9001999999999981
159,0.8987999999999982
160,0.8997999999999979
161,0.9041999999999981
162,0.9015999999999976
163,0.9019999999999984
164,0.9025999999999984
165,0.898399999999999
166,0.9027999999999984
167,0.9057999999999984
168,0.8997999999999982
169,0.9039999999999977
170,0.898399999999998
171,0.9037999999999976
172,0.9061999999999979
173,0.9079999999999979
174,0.9005999999999977
175,0.9043999999999984
176,0.908599999999998
177,0.908799999999998
178,0.8977999999999977
179,0.9045999999999983
180,0.898199999999999
181,0.9039999999999986
182,0.9133999999999968
183,0.906199999999998
184,0.8993999999999972
185,0.9023999999999976
186,0.903599999999998
187,0.9097999999999979
188,0.9123999999999973
189,0.908599999999998
190,0.9107999999999985
191,0.9079999999999977
192,0.9061999999999987
193,0.9075999999999979
194,0.9099999999999983
195,0.9147999999999978
196,0.9135999999999987
197,0.9141999999999986
198,0.9143999999999974
199,0.914199999999998
